LOAN,LOANSUFFVOWEL,VERB,VERBAFFVOWEL,FONETIKA,LEVENSTEIN,VERBFREQ
свайпать,а,смочь,OTHER,5,6,255.1
свайпать,а,заметить,OTHER,4,6,253.9
свайпать,а,использовать,SAME,6,8,249.6
свайпать,а,пытаться,SAME,6,7,249.4
свайпать,а,представить,OTHER,6,8,247.2
свайпать,а,чувствовать,SAME,5,7,246.9
свайпать,а,создать,SAME,3,4,245.9
свайпать,а,заниматься,SAME,6,7,240.8
свайпать,а,продолжать,SAME,6,7,240.6
свайпать,а,слушать,SAME,3,4,239.5
свайпать,а,узнать,SAME,4,5,238.1
свайпать,а,приехать,SAME,5,5,234.4
свайпать,а,отвечать,SAME,4,5,232.4
свайпать,а,рассказывать,SAME,6,7,230
свайпать,а,рассказать,SAME,5,6,229.4
свайпать,а,представлять,OTHER,6,8,228.5
свайпать,а,брать,SAME,5,5,226.3
свайпать,а,забыть,OTHER,2,5,226
свайпать,а,провести,OTHER,6,7,222
свайпать,а,спать,SAME,3,3,221.9
свайпать,а,помочь,OTHER,5,7,218.8
свайпать,а,приходить,OTHER,5,7,218.2
свайпать,а,просить,OTHER,4,6,215.9
свайпать,а,вспомнить,OTHER,4,6,215.5
свайпать,а,открыть,OTHER,5,6,214.8
свайпать,а,привести,OTHER,6,7,214.7
свайпать,а,оставить,OTHER,4,5,210.5
свайпать,а,спрашивать,SAME,5,5,208.3
свайпать,а,принимать,SAME,5,6,207.7
свайпать,а,искать,SAME,4,5,206.9
свайпать,а,войти,OTHER,3,5,205.5
свайпать,а,назвать,SAME,4,4,205.1
свайпать,а,успеть,OTHER,3,5,203.4
свайпать,а,произойти,OTHER,6,8,203.2
свайпать,а,выходить,OTHER,4,6,201.6
свайпать,а,предложить,OTHER,6,8,201.2
свайпать,а,пить,OTHER,4,5,200.9
свайпать,а,глядеть,OTHER,4,6,199.3
свайпать,а,ехать,SAME,4,5,198.2
свайпать,а,попасть,SAME,4,5,197.7
свайпать,а,начаться,SAME,6,6,197.4
свайпать,а,верить,OTHER,3,5,197.1
свайпать,а,держать,SAME,4,5,196.5
свайпать,а,позволять,OTHER,4,7,194.3
свайпать,а,купить,OTHER,3,5,192.7
свайпать,а,уходить,OTHER,4,6,192.7
свайпать,а,собираться,SAME,6,6,192.6
свайпать,а,относиться,OTHER,7,8,191.6
свайпать,а,требовать,SAME,5,6,190.9
свайпать,а,подойти,OTHER,5,7,190
свайпать,а,удаться,SAME,5,7,189.1
свайпать,а,получать,SAME,5,5,188.2
свайпать,а,умереть,OTHER,4,6,179.7
свайпать,а,сесть,OTHER,4,5,175.9
свайпать,а,случиться,OTHER,5,7,175.8
свайпать,а,проходить,OTHER,5,7,175.4
свайпать,а,составлять,OTHER,5,6,175
свайпать,а,приходиться,OTHER,7,9,174.5
свайпать,а,установить,OTHER,5,6,174
свайпать,а,поднять,OTHER,4,6,173.8
свайпать,а,стараться,SAME,5,5,172.8
свайпать,а,уметь,OTHER,4,6,172.5
свайпать,а,встать,SAME,4,4,172.1
свайпать,а,проводить,OTHER,5,7,167.6
свайпать,а,бросить,OTHER,4,6,166.5
свайпать,а,объяснить,OTHER,5,7,161.4
свайпать,а,снять,OTHER,4,5,161.3
свайпать,а,нравиться,OTHER,6,7,160.6
свайпать,а,услышать,SAME,4,5,160.4
свайпать,а,связать,SAME,2,3,160.2
свайпать,а,позволить,OTHER,4,7,159.6
свайпать,а,поехать,SAME,4,5,158.4
свайпать,а,положить,OTHER,5,6,158.1
свайпать,а,входить,OTHER,4,5,157.9
свайпать,а,оказываться,SAME,7,7,155.1
свайпать,а,показывать,SAME,6,6,155
свайпать,а,вызвать,SAME,3,4,154.9
свайпать,а,касаться,SAME,6,6,154.7
свайпать,а,отметить,OTHER,5,6,154.3
свайпать,а,заявить,OTHER,3,5,154.2
свайпать,а,действовать,SAME,6,7,153.5
свайпать,а,получиться,OTHER,7,8,149.3
свайпать,а,кричать,SAME,4,5,147.3
свайпать,а,остановиться,OTHER,7,8,147
свайпать,а,предлагать,SAME,6,7,145.9
свайпать,а,убить,OTHER,3,6,144.7
свайпать,а,молчать,SAME,4,5,144.5
свайпать,а,согласиться,OTHER,7,8,144.2
свайпать,а,сообщить,OTHER,3,5,143.8
свайпать,а,бежать,SAME,4,5,143.6
свайпать,а,петь,OTHER,4,5,143.2
свайпать,а,вызывать,SAME,4,5,142.4
свайпать,а,показаться,SAME,7,7,142.4
свайпать,а,принести,OTHER,6,7,141.9
свайпать,а,выглядеть,OTHER,5,7,141.7
свайпать,а,служить,OTHER,3,5,140.3
свайпать,а,попросить,OTHER,6,7,140.2
свайпать,а,состоять,OTHER,4,5,139.9
свайпать,а,отдать,OTHER,4,5,139.8
свайпать,а,выступать,SAME,4,5,138.8
свайпать,а,ставить,OTHER,3,4,138.7
свайпать,а,возникать,SAME,5,6,138.4
свайпать,а,надеяться,OTHER,6,7,137.1
свайпать,а,подняться,OTHER,6,8,136.2
свайпать,а,вспоминать,SAME,5,6,135.9
свайпать,а,называться,SAME,6,7,135.3
свайпать,а,помогать,SAME,5,5,134.5
свайпать,а,значить,OTHER,3,5,134
свайпать,а,возникнуть,OTHER,5,8,133.6
свайпать,а,звать,SAME,3,4,131.3
свайпать,а,позвонить,OTHER,4,7,131
свайпать,а,хватать,SAME,3,3,130.9
свайпать,а,выпить,OTHER,2,4,129.9
свайпать,а,потерять,OTHER,5,6,129.2
свайпать,а,иметься,OTHER,5,8,128.4
свайпать,а,получаться,SAME,7,7,127
свайпать,а,учиться,OTHER,5,8,126.9
свайпать,а,возвращаться,SAME,7,8,125.8
свайпать,а,расти,OTHER,5,6,125.8
свайпать,а,обнаружить,OTHER,6,7,125
свайпать,а,почувствовать,SAME,7,9,124.2
свайпать,а,передать,OTHER,5,5,123.5
свайпать,а,желать,OTHER,4,5,123.1
свайпать,а,ожидать,SAME,4,5,123
свайпать,а,составить,OTHER,5,6,121.6
свайпать,а,определить,OTHER,6,7,120.6
свайпать,а,нести,OTHER,5,8,120.6
свайпать,а,пользоваться,SAME,7,9,120.1
свайпать,а,улыбнуться,OTHER,6,8,119
свайпать,а,появляться,OTHER,6,8,118.4
свайпать,а,смеяться,OTHER,5,7,117.9
свайпать,а,уехать,SAME,4,5,117.4
свайпать,а,подходить,OTHER,6,7,116.9
свайпать,а,судить,OTHER,3,5,116.8
свайпать,а,родиться,OTHER,6,8,116.7
свайпать,а,отказаться,SAME,7,7,115.8
свайпать,а,считаться,SAME,6,6,115.7
свайпать,а,занять,OTHER,3,5,115.6
свайпать,а,добавить,OTHER,5,6,115.5
свайпать,а,звонить,OTHER,2,5,115.4
свайпать,а,носить,OTHER,4,6,115.3
свайпать,а,начинаться,SAME,7,7,115.1
свайпать,а,зависеть,OTHER,3,6,115
свайпать,а,построить,OTHER,5,7,114.9
свайпать,а,создавать,SAME,5,5,114.1
свайпать,а,принадлежать,SAME,8,6,113.5
свайпать,а,встретить,OTHER,5,8,113.5
свайпать,а,произнести,OTHER,6,9,113.5
свайпать,а,участвовать,SAME,6,7,113
свайпать,а,занимать,SAME,4,5,112.7
свайпать,а,улыбаться,SAME,5,7,111.3
свайпать,а,направить,OTHER,6,6,109.9
свайпать,а,обратиться,OTHER,7,8,108.6
свайпать,а,выбрать,SAME,3,4,107.9
свайпать,а,бить,OTHER,4,6,107.5
свайпать,а,хватить,OTHER,3,4,107.3
свайпать,а,обещать,SAME,4,5,107.2
свайпать,а,встречаться,SAME,7,7,106.8
свайпать,а,напоминать,SAME,6,7,106.2
свайпать,а,упасть,SAME,4,5,106
свайпать,а,перестать,SAME,5,6,105.8
свайпать,а,обладать,OTHER,5,5,105.2
свайпать,а,плакать,SAME,4,4,103.9
свайпать,а,состояться,OTHER,6,7,103.1
свайпать,а,поверить,OTHER,4,6,101.8
свайпать,а,собрать,SAME,3,4,101.6
свайпать,а,простить,OTHER,4,6,101.1
свайпать,а,рассматривать,SAME,7,8,100.6
свайпать,а,перейти,OTHER,5,7,100.5
свайпать,а,мешать,SAME,4,5,100.4
свайпать,а,исчезнуть,OTHER,4,6,99.9
свайпать,а,объявить,OTHER,5,6,99
свайпать,а,отличаться,SAME,7,7,98.9
свайпать,а,обращаться,SAME,7,7,98.6
свайпать,а,снимать,SAME,3,4,98.5
свайпать,а,пригласить,OTHER,6,7,98.2
свайпать,а,соответствовать,SAME,7,10,98.1
свайпать,а,придумать,SAME,5,5,97.9
свайпать,а,закрыть,OTHER,3,6,97.9
свайпать,а,попробовать,SAME,7,8,97.8
свайпать,а,приводить,OTHER,5,7,97.8
свайпать,а,достигнуть,OTHER,5,7,97.4
свайпать,а,утверждать,SAME,5,6,97.3
свайпать,а,означать,SAME,4,5,97
свайпать,а,платить,OTHER,4,5,96.9
свайпать,а,решать,SAME,4,5,96.5
свайпать,а,определять,OTHER,6,8,95.7
свайпать,а,наблюдать,SAME,6,6,95.5
свайпать,а,разговаривать,SAME,7,7,95.4
свайпать,а,погибнуть,OTHER,5,8,95.4
свайпать,а,устроить,OTHER,5,6,94.9
свайпать,а,есть,OTHER,5,6,94.7
свайпать,а,собраться,SAME,5,6,94.5
свайпать,а,достать,SAME,4,5,94.4
свайпать,а,ездить,OTHER,4,6,93.6
свайпать,а,понравиться,OTHER,8,9,93.1
свайпать,а,выполнять,OTHER,5,7,92.3
свайпать,а,заставить,OTHER,5,6,92.1
свайпать,а,объяснять,OTHER,5,7,92.1
свайпать,а,выполнить,OTHER,5,7,91.7
свайпать,а,указать,SAME,4,4,91.5
свайпать,а,вздохнуть,OTHER,4,7,89.7
свайпать,а,находить,OTHER,5,6,89.5
свайпать,а,закончить,OTHER,4,7,89.2
свайпать,а,признать,SAME,4,5,88.9
свайпать,а,дойти,OTHER,4,6,88.6
свайпать,а,кивнуть,OTHER,4,6,88.4
свайпать,а,обратить,OTHER,5,6,88.3
свайпать,а,узнавать,SAME,4,5,88.2
свайпать,а,встретиться,OTHER,7,8,88.1
свайпать,а,предусмотреть,OTHER,8,10,87.7
свайпать,а,обеспечивать,SAME,7,8,87.5
свайпать,а,двигаться,SAME,5,6,87.3
свайпать,а,содержать,SAME,4,5,87.2
свайпать,а,приезжать,SAME,5,6,86.8
свайпать,а,держаться,SAME,6,7,86.4
свайпать,а,обеспечить,OTHER,5,7,86.4
свайпать,а,поступить,OTHER,4,6,86
свайпать,а,привыкнуть,OTHER,5,7,85.9
свайпать,а,открывать,SAME,6,6,85.7
свайпать,а,вырасти,OTHER,5,6,85.3
свайпать,а,зайти,OTHER,3,5,85.2
свайпать,а,посвятить,OTHER,4,6,85.1
свайпать,а,стремиться,OTHER,6,7,85.1
свайпать,а,измениться,OTHER,6,8,84.5
свайпать,а,удивиться,OTHER,6,8,84.3
свайпать,а,падать,SAME,4,4,84.2
свайпать,а,звучать,SAME,2,4,84.1
свайпать,а,суметь,OTHER,3,5,83.9
свайпать,а,разработать,SAME,6,7,83.5
свайпать,а,поговорить,OTHER,6,8,83.3
свайпать,а,лететь,OTHER,4,6,82.9
свайпать,а,совершить,OTHER,3,5,82.9
свайпать,а,строить,OTHER,4,5,82.2
свайпать,а,кончиться,OTHER,6,8,82
свайпать,а,привезти,OTHER,6,7,82
свайпать,а,сложиться,OTHER,5,7,81.6
свайпать,а,полагать,SAME,5,5,81.4
свайпать,а,оставлять,OTHER,4,5,81.4
свайпать,а,висеть,OTHER,3,5,81.3
свайпать,а,повторить,OTHER,5,6,80.9
свайпать,а,сыграть,SAME,3,4,80.8
свайпать,а,спасти,OTHER,4,5,80.1
свайпать,а,изменить,OTHER,4,6,79.9
свайпать,а,повторять,OTHER,5,6,79.9
свайпать,а,явиться,OTHER,5,7,79.8
свайпать,а,замечать,SAME,4,5,79.4
свайпать,а,подать,OTHER,4,5,79.4
свайпать,а,назначить,OTHER,5,6,79.3
свайпать,а,протянуть,OTHER,5,7,79.3
свайпать,а,сохранить,OTHER,5,6,79.2
свайпать,а,попытаться,SAME,6,7,79.1
свайпать,а,расположить,OTHER,6,8,79.1
свайпать,а,использоваться,SAME,8,10,79
свайпать,а,отправиться,OTHER,8,9,78.2
свайпать,а,садиться,OTHER,5,6,77.9
свайпать,а,встречать,SAME,5,5,77.4
свайпать,а,говориться,OTHER,6,8,77.3
свайпать,а,крикнуть,OTHER,4,6,77.2
свайпать,а,готовить,OTHER,5,6,76.7
свайпать,а,учить,OTHER,4,6,76.7
свайпать,а,испытывать,SAME,5,6,76.6
свайпать,а,гореть,OTHER,4,6,76.6
свайпать,а,выделить,OTHER,4,6,76.4
свайпать,а,поддерживать,SAME,7,9,75.9
свайпать,а,подниматься,SAME,8,8,75.9
свайпать,а,следить,OTHER,3,5,75.8
свайпать,а,требоваться,SAME,7,8,75.5
свайпать,а,включать,SAME,5,5,75.4
свайпать,а,собирать,SAME,4,4,75.1
свайпать,а,менять,OTHER,4,6,74.9
свайпать,а,делаться,SAME,6,7,74.7
свайпать,а,покупать,SAME,4,4,74.5
свайпать,а,предполагать,SAME,7,8,74.1
свайпать,а,терять,OTHER,4,6,74
свайпать,а,послать,SAME,4,5,73.3
свайпать,а,допустить,OTHER,5,7,73
свайпать,а,прочитать,SAME,5,6,72.7
свайпать,а,присутствовать,SAME,8,10,72.5
свайпать,а,мечтать,SAME,4,7,72.4
свайпать,а,подписать,SAME,5,5,72.4
свайпать,а,взглянуть,OTHER,5,6,72.4
свайпать,а,осуществлять,OTHER,7,9,72.2
свайпать,а,поступать,SAME,4,5,72.1
свайпать,а,готовиться,OTHER,7,8,70.9
свайпать,а,захотеть,OTHER,4,6,70.4
свайпать,а,отдавать,SAME,4,8,70.3
свайпать,а,бороться,OTHER,6,5,70.3
свайпать,а,остановить,OTHER,5,6,70.2
свайпать,а,приобрести,OTHER,6,9,70.2
свайпать,а,включить,OTHER,5,6,70.1
свайпать,а,продолжаться,SAME,8,9,69.9
свайпать,а,подтвердить,OTHER,5,8,69.7
свайпать,а,спешить,OTHER,3,5,69.7
свайпать,а,добиться,OTHER,5,8,69.5
свайпать,а,отправить,OTHER,6,7,69.3
свайпать,а,повернуться,OTHER,6,8,69.3
свайпать,а,вставать,SAME,4,4,69.1
свайпать,а,подготовить,OTHER,7,9,69.1
свайпать,а,исходить,OTHER,4,6,69
свайпать,а,свидетельствовать,SAME,10,12,68.8
свайпать,а,прочесть,OTHER,5,6,68.6
свайпать,а,ввести,OTHER,4,7,68.6
свайпать,а,взяться,OTHER,5,6,68.6
свайпать,а,болеть,OTHER,4,6,68.5
свайпать,а,вернуть,OTHER,3,5,68.5
свайпать,а,тянуть,OTHER,4,6,68.5
свайпать,а,продать,SAME,4,5,68.3
свайпать,а,представляться,OTHER,8,10,67.8
свайпать,а,произвести,OTHER,6,9,67.5
свайпать,а,выступить,OTHER,4,6,67.2
свайпать,а,познакомиться,OTHER,8,5,67.2
свайпать,а,пахнуть,OTHER,4,10,67.2
свайпать,а,наступить,OTHER,4,6,67.1
свайпать,а,предстоять,OTHER,5,8,66.8
свайпать,а,производить,OTHER,5,9,66.5
свайпать,а,разрешить,OTHER,5,8,66.4
свайпать,а,перевести,OTHER,7,7,66.4
свайпать,а,проверить,OTHER,5,7,66.1
свайпать,а,меняться,OTHER,6,8,66
свайпать,а,выдержать,SAME,5,6,65.7
свайпать,а,учитывать,SAME,5,6,65.6
свайпать,а,курить,OTHER,4,6,65.5
свайпать,а,забывать,SAME,4,5,65.4
свайпать,а,заключаться,SAME,7,8,65.4
свайпать,а,выбирать,SAME,4,5,65.2
свайпать,а,напомнить,OTHER,5,7,65.2
свайпать,а,закричать,SAME,5,6,65.1
свайпать,а,организовать,SAME,8,8,65.1
свайпать,а,доказать,SAME,5,5,65
свайпать,а,приносить,OTHER,5,7,64.9
свайпать,а,осуществляться,OTHER,9,11,64.7
свайпать,а,дышать,SAME,4,5,64.4
свайпать,а,описать,SAME,4,5,64.4
свайпать,а,прожить,OTHER,4,6,64.2
свайпать,а,оценить,OTHER,4,6,64
свайпать,а,рассмотреть,OTHER,5,8,63.9
свайпать,а,проводиться,OTHER,7,9,63.7
свайпать,а,превратиться,OTHER,7,7,63.5
свайпать,а,лечь,OTHER,6,9,63.5
свайпать,а,выпустить,OTHER,5,7,63.4
свайпать,а,ударить,OTHER,4,5,63.3
свайпать,а,проснуться,OTHER,6,8,63.1
свайпать,а,открыться,OTHER,7,8,63
свайпать,а,способствовать,SAME,8,10,62.5
свайпать,а,научиться,OTHER,6,7,62.1
свайпать,а,умирать,SAME,4,5,62
свайпать,а,стрелять,OTHER,4,5,61.7
свайпать,а,обойтись,OTHER,4,6,61.6
свайпать,а,записать,SAME,4,5,61.5
свайпать,а,определяться,OTHER,8,10,61.5
свайпать,а,подарить,OTHER,5,6,61.4
свайпать,а,приняться,OTHER,6,8,61.3
свайпать,а,заставлять,OTHER,5,6,61
свайпать,а,схватить,OTHER,3,4,60.9
свайпать,а,пропасть,SAME,4,5,60.8
свайпать,а,выдать,OTHER,3,4,60.4
свайпать,а,разобраться,SAME,7,6,60.1
свайпать,а,извинить,OTHER,3,8,60.1
свайпать,а,опустить,OTHER,4,6,59.9
свайпать,а,страдать,SAME,4,4,59.8
свайпать,а,побежать,SAME,5,6,59.6
свайпать,а,заходить,OTHER,4,5,59.6
свайпать,а,броситься,OTHER,6,8,59.5
свайпать,а,гулять,OTHER,4,6,59.5
свайпать,а,бегать,SAME,4,5,59.2
свайпать,а,засмеяться,OTHER,6,8,58.9
свайпать,а,приказать,SAME,5,5,58.8
свайпать,а,найтись,OTHER,4,6,58.8
свайпать,а,устать,SAME,4,5,58.6
свайпать,а,повезти,OTHER,5,7,58.5
свайпать,а,рассчитывать,SAME,6,8,58.2
свайпать,а,опубликовать,SAME,8,9,58
свайпать,а,радоваться,SAME,7,7,57.8
свайпать,а,выразить,OTHER,4,6,57.7
свайпать,а,закончиться,OTHER,6,9,57.7
свайпать,а,обернуться,OTHER,6,8,57.7
свайпать,а,отпустить,OTHER,5,7,57.6
свайпать,а,заговорить,OTHER,5,8,57.5
свайпать,а,устраивать,SAME,5,6,57.4
свайпать,а,внести,OTHER,5,5,57.4
свайпать,а,выясниться,OTHER,6,8,57.2
свайпать,а,догадаться,SAME,7,7,57.1
свайпать,а,изучать,SAME,4,5,57
свайпать,а,интересовать,SAME,8,9,57
свайпать,а,поднимать,SAME,6,6,56.9
свайпать,а,развиваться,SAME,6,8,56.8
свайпать,а,обращать,SAME,5,5,56.6
свайпать,а,подождать,SAME,5,6,56.6
свайпать,а,продавать,SAME,5,6,56.3
свайпать,а,бросать,SAME,4,5,56.2
свайпать,а,поддержать,SAME,5,7,56.2
свайпать,а,запретить,OTHER,5,7,56.1
свайпать,а,отмечать,SAME,5,5,56
свайпать,а,ощущать,SAME,4,6,55.9
свайпать,а,отойти,OTHER,4,5,55.9
свайпать,а,прибыть,OTHER,3,6,55.7
свайпать,а,случаться,SAME,5,6,55.5
свайпать,а,сойти,OTHER,3,5,55.4
свайпать,а,поймать,SAME,3,4,55.2
свайпать,а,признаться,SAME,6,7,55.1
свайпать,а,заключить,OTHER,5,7,55.1
свайпать,а,сомневаться,SAME,6,7,55
свайпать,а,усмехнуться,OTHER,6,8,55
свайпать,а,договориться,OTHER,8,10,54.8
свайпать,а,предоставить,OTHER,8,9,54.7
свайпать,а,удаваться,SAME,6,6,54.3
свайпать,а,сходить,OTHER,3,5,54.2
свайпать,а,попадать,SAME,5,5,54.1
свайпать,а,пустить,OTHER,4,6,54.1
свайпать,а,указывать,SAME,5,5,54
свайпать,а,терпеть,OTHER,3,5,53.7
свайпать,а,сдать,OTHER,4,4,53.6
свайпать,а,выпускать,SAME,5,6,53.4
свайпать,а,вывести,OTHER,5,6,53.4
свайпать,а,вступить,OTHER,3,5,53.1
свайпать,а,спорить,OTHER,3,5,53.1
свайпать,а,вытащить,OTHER,4,6,53
свайпать,а,победить,OTHER,5,6,52.9
свайпать,а,посадить,OTHER,5,6,52.9
свайпать,а,обсуждать,SAME,5,6,52.8
свайпать,а,заняться,OTHER,5,7,52.7
свайпать,а,переходить,OTHER,6,8,52.6
свайпать,а,торопиться,OTHER,6,7,52.6
свайпать,а,выиграть,SAME,3,5,52.3
свайпать,а,надеть,OTHER,4,5,52.1
свайпать,а,кормить,OTHER,4,6,52
свайпать,а,переживать,SAME,6,7,51.6
свайпать,а,потребовать,SAME,7,8,51.6
свайпать,а,жалеть,OTHER,4,5,51.4
свайпать,а,сохраниться,OTHER,7,8,51.4
свайпать,а,вынести,OTHER,5,6,51.3
свайпать,а,отказываться,SAME,8,8,51.2
свайпать,а,защищать,SAME,4,7,51
свайпать,а,основать,SAME,4,5,51
свайпать,а,заглянуть,OTHER,5,5,51
свайпать,а,пожать,SAME,4,6,50.9
свайпать,а,лишить,OTHER,4,5,50.9
свайпать,а,уезжать,SAME,4,5,50.7
свайпать,а,дрожать,SAME,4,8,50.5
свайпать,а,воскликнуть,OTHER,6,5,50.5
свайпать,а,сообщать,SAME,3,4,50.3
свайпать,а,лезть,OTHER,5,8,50
свайпать,а,жениться,OTHER,6,6,50
свайпать,а,волноваться,SAME,7,8,49.9
свайпать,а,поразить,OTHER,5,6,49.9
свайпать,а,убивать,SAME,4,5,49.8
свайпать,а,велеть,OTHER,3,5,49.8
свайпать,а,решиться,OTHER,6,8,49.7
свайпать,а,добраться,SAME,6,7,49.6
свайпать,а,задуматься,SAME,6,7,49.6
свайпать,а,нуждаться,SAME,6,7,49.5
свайпать,а,позвать,SAME,4,5,49.5
свайпать,а,удивляться,OTHER,6,8,49.4
свайпать,а,здравствовать,SAME,7,9,49.3
свайпать,а,передавать,SAME,6,7,49.3
свайпать,а,скрывать,SAME,4,4,49.3
свайпать,а,запомнить,OTHER,4,7,49.2
свайпать,а,подавать,SAME,5,5,49
свайпать,а,послушать,SAME,5,6,49
свайпать,а,покинуть,OTHER,5,6,49
свайпать,а,пережить,OTHER,5,6,48.9
свайпать,а,раздаться,SAME,6,8,48.8
свайпать,а,продолжить,OTHER,6,6,48.8
свайпать,а,оказывать,SAME,5,5,48.2
свайпать,а,превышать,SAME,5,6,48.2
свайпать,а,ловить,OTHER,4,6,48
свайпать,а,забрать,SAME,3,4,47.9
свайпать,а,испугаться,SAME,6,7,47.8
свайпать,а,утвердить,OTHER,4,6,47.8
свайпать,а,убедиться,OTHER,6,7,47.7
свайпать,а,применять,OTHER,5,8,47.7
свайпать,а,заменить,OTHER,4,6,47.6
свайпать,а,приглашать,SAME,6,7,47.5
свайпать,а,привлечь,OTHER,5,7,47.4
свайпать,а,убрать,SAME,4,6,47
свайпать,а,везти,OTHER,4,5,47
свайпать,а,предположить,OTHER,7,9,46.9
свайпать,а,летать,SAME,4,5,46.6
свайпать,а,признавать,SAME,6,7,46.4
свайпать,а,предпочитать,SAME,7,7,46.3
свайпать,а,прислать,SAME,4,9,46.3
свайпать,а,повести,OTHER,5,6,46.3
свайпать,а,покрыть,OTHER,4,8,46.3
свайпать,а,подчеркнуть,OTHER,7,5,46.3
свайпать,а,жаловаться,SAME,7,7,46.1
свайпать,а,решаться,SAME,6,7,46.1
свайпать,а,успокоиться,OTHER,6,8,46.1
свайпать,а,исключить,OTHER,5,6,46
свайпать,а,отсутствовать,SAME,6,9,45.9
свайпать,а,владеть,OTHER,4,5,45.7
свайпать,а,торчать,SAME,4,5,45.5
свайпать,а,постараться,SAME,7,7,45.2
свайпать,а,соединить,OTHER,4,6,45.2
свайпать,а,убедить,OTHER,4,6,45.2
свайпать,а,задавать,SAME,4,5,45.1
свайпать,а,заложить,OTHER,4,6,45
свайпать,а,реализовать,SAME,6,7,44.8
свайпать,а,выяснить,OTHER,4,6,44.6
свайпать,а,общаться,SAME,6,6,44.5
свайпать,а,повернуть,OTHER,4,7,44.5
свайпать,а,исполнять,OTHER,4,6,44.5
свайпать,а,останавливаться,SAME,10,10,44.4
свайпать,а,совершать,SAME,3,4,44.2
свайпать,а,воевать,SAME,4,4,44.1
свайпать,а,выдавать,SAME,4,5,44.1
свайпать,а,ненавидеть,OTHER,6,4,44.1
свайпать,а,родить,OTHER,4,7,44.1
свайпать,а,задать,OTHER,3,6,44.1
свайпать,а,наступать,SAME,4,5,44
свайпать,а,выявить,OTHER,4,5,43.8
свайпать,а,предупредить,OTHER,7,9,43.8
свайпать,а,набрать,SAME,4,4,43.7
свайпать,а,предназначить,OTHER,9,9,43.7
свайпать,а,учесть,OTHER,5,8,43.6
свайпать,а,уничтожить,OTHER,6,6,43.6
свайпать,а,освободить,OTHER,4,6,43.5
свайпать,а,воспринимать,SAME,7,8,43.4
свайпать,а,прекратить,OTHER,6,7,43.4
свайпать,а,увеличить,OTHER,4,6,43.3
свайпать,а,подозревать,SAME,7,8,43.2
свайпать,а,объединить,OTHER,6,8,43.2
свайпать,а,справиться,OTHER,6,8,43.2
свайпать,а,наблюдаться,OTHER,7,7,43.2
свайпать,а,съесть,OTHER,4,5,43.2
свайпать,а,вестись,OTHER,4,6,43.1
свайпать,а,отнести,OTHER,6,7,43.1
свайпать,а,упомянуть,OTHER,5,7,43.1
свайпать,а,отдыхать,SAME,4,5,42.9
свайпать,а,проверять,OTHER,5,7,42.9
свайпать,а,врать,SAME,4,4,42.8
свайпать,а,заработать,SAME,5,6,42.7
свайпать,а,превращаться,SAME,8,8,42.7
свайпать,а,создаваться,SAME,7,7,42.6
свайпать,а,побывать,SAME,5,6,42.5
свайпать,а,плыть,OTHER,5,5,42.5
свайпать,а,рассматриваться,SAME,9,10,42.2
свайпать,а,уважать,SAME,3,3,42.2
свайпать,а,образоваться,SAME,8,7,42.1
свайпать,а,выскочить,OTHER,5,8,42.1
свайпать,а,проговорить,OTHER,7,9,42.1
свайпать,а,хранить,OTHER,4,5,42.1
свайпать,а,обрадоваться,SAME,8,8,41.7
свайпать,а,танцевать,SAME,6,8,41.7
свайпать,а,пропустить,OTHER,6,6,41.7
свайпать,а,дождаться,SAME,6,7,41.6
свайпать,а,избрать,SAME,4,5,41.6
свайпать,а,описывать,SAME,5,6,41.5
свайпать,а,захватить,OTHER,4,6,41.5
свайпать,а,завести,OTHER,4,8,41.5
свайпать,а,оглянуться,OTHER,7,6,41.5
свайпать,а,сунуть,OTHER,3,5,41.5
свайпать,а,исчезать,SAME,4,5,41.4
свайпать,а,складываться,SAME,7,7,41.4
свайпать,а,разделить,OTHER,5,7,41.4
свайпать,а,последовать,SAME,6,7,41.2
свайпать,а,отражать,SAME,5,5,41.1
свайпать,а,приближаться,SAME,8,9,41
свайпать,а,вступать,SAME,3,4,40.9
свайпать,а,надоесть,OTHER,5,6,40.9
свайпать,а,интересоваться,SAME,10,11,40.8
свайпать,а,подлежать,SAME,6,6,40.8
свайпать,а,произносить,OTHER,6,9,40.8
свайпать,а,раскрыть,OTHER,5,6,40.8
свайпать,а,арестовать,SAME,6,7,40.7
свайпать,а,целовать,SAME,4,5,40.7
свайпать,а,орать,SAME,4,5,40.6
свайпать,а,отвести,OTHER,5,7,40.6
свайпать,а,тянуться,OTHER,6,8,40.6
свайпать,а,достаться,SAME,6,7,40.5
свайпать,а,полагаться,SAME,7,7,40.5
свайпать,а,открываться,SAME,8,8,40.4
свайпать,а,сохранять,OTHER,5,6,40.4
свайпать,а,воспользоваться,SAME,9,11,40.3
свайпать,а,махнуть,OTHER,4,5,40.2
свайпать,а,приобретать,SAME,6,8,40.1
свайпать,а,сложить,OTHER,3,5,40.1
свайпать,а,выражать,SAME,4,6,40
свайпать,а,вскочить,OTHER,4,5,40
свайпать,а,понадобиться,OTHER,7,9,40
свайпать,а,сделаться,SAME,5,7,39.9
свайпать,а,поглядеть,OTHER,6,6,39.9
свайпать,а,поинтересоваться,SAME,11,13,39.8
свайпать,а,признаваться,SAME,8,9,39.7
свайпать,а,высказать,SAME,5,5,39.6
